Genes	Categories
A0A026W1G2	ko00001
A0A026W1G2	ko00002
A0A026W1G2	ko01000
A0A026W1G2	ko01004
A0A026VWA1	ko00000
A0A026VWA1	ko03036
A0A026W7D9	ko00000
A0A026W7D9	ko00001
A0A026W7D9	ko04131
A0A026X5Q0	ko00000
A0A026X5Q0	ko00001
A0A026X5Q0	ko00002
A0A026X5Q0	ko04147
A0A026W4Q6	ko00000
A0A026W4Q6	ko00001
A0A026W4Q6	ko01000
A0A026WDY9	ko00000
A0A026WDY9	ko00001
A0A026WDY9	ko00199
A0A026WDY9	ko01000
A0A026X0G2	ko00000
A0A026X0G2	ko03041
A0A026W4V2	ko00000
A0A026W4V2	ko03036
A0A026W4V2	ko04131
A0A026W659	ko00000
A0A026W4Y1	ko00000
A0A026W4Y1	ko00001
A0A026W4Y1	ko04131
A0A026W9H7	ko00000
A0A026W9H7	ko00001
A0A026W9H7	ko01000
A0A026W9H7	ko04121
A0A026W8C9	ko00000
A0A026W8C9	ko01000
A0A026W8C9	ko01001
A0A026X129	ko00000
A0A026X129	ko01000
A0A026X129	ko01001
A0A026WN87	ko00000
A0A026WN87	ko04030
A0A026WNP1	ko00000
A0A026WNP1	ko03110
A0A026WX58	ko00000
A0A026WX58	ko00001
A0A026WX58	ko00002
A0A026WX58	ko04131
A0A026WX58	ko04147
A0A026W810	ko00000
A0A026W810	ko00001
A0A026W810	ko00002
A0A026W810	ko03021
A0A026W810	ko03400
A0A026W043	ko00000
A0A026W043	ko00001
A0A026W043	ko00002
A0A026W043	ko01000
A0A026W043	ko01003
A0A026W548	ko00000
A0A026W548	ko00001
A0A026W548	ko00002
A0A026W548	ko04031
A0A026W548	ko04147
A0A026W176	ko00000
A0A026W176	ko00001
A0A026W176	ko01000
A0A026W176	ko01009
A0A026W2X2	ko00000
A0A026W2X2	ko00001
A0A026W2X2	ko03009
A0A026WQS6	ko00000
A0A026WQS6	ko01000
A0A026WQS6	ko03016
A0A026WAU4	ko00000
A0A026WAU4	ko04131
A0A026WQ93	ko00000
A0A026WQ93	ko00001
A0A026WQ93	ko03011
A0A026WDK5	ko00000
A0A026WDK5	ko03009
A0A026WDK5	ko03029
A0A026WQC3	ko00000
A0A026WQC3	ko00001
A0A026WQC3	ko00002
A0A026WQC3	ko01000
A0A026X271	ko00000
A0A026X271	ko00001
A0A026X271	ko03012
A0A026WD63	ko00000
A0A026WD63	ko03016
A0A026W4I5	ko00000
A0A026W4I5	ko01001
A0A026VYV5	br01610
A0A026VYV5	ko00000
A0A026VYV5	ko00001
A0A026VYV5	ko00002
A0A026VYV5	ko03011
A0A026VW56	ko00000
A0A026VW56	ko00001
A0A026VW56	ko01000
A0A026VW56	ko01001
A0A026VW56	ko03009
A0A026W5M6	ko00000
A0A026W5M6	ko00001
A0A026W5M6	ko03000
A0A026W5M6	ko03310
A0A026WN12	ko00000
A0A026WN12	ko03036
A0A026WK66	ko00000
A0A026WK66	ko00001
A0A026WK66	ko01000
A0A026WK66	ko04147
A0A026WC60	ko00000
A0A026WC60	ko00001
A0A026WC60	ko00002
A0A026WC60	ko01000
A0A026WC60	ko01002
A0A026WC60	ko03051
A0A026WJS9	ko00000
A0A026WJS9	ko04131
A0A026W6P7	ko00000
A0A026W6P7	ko00001
A0A026W6P7	ko01000
A0A026W5C5	ko00000
A0A026W5C5	ko03009
A0A026WII7	ko00000
A0A026WII7	ko00001
A0A026WII7	ko01000
A0A026WII7	ko03041
A0A026WII7	ko03110
A0A026WII7	ko04121
A0A026WF12	ko00000
A0A026WF12	ko00001
A0A026WF12	ko03400
A0A026W0T1	ko00000
A0A026W0T1	ko00001
A0A026W0T1	ko01000
A0A026W0T1	ko01002
A0A026W0T1	ko03036
A0A026W0T1	ko03400
A0A026W0T1	ko04121
A0A026WY67	ko00000
A0A026WY67	ko00001
A0A026WY67	ko01000
A0A026WY67	ko03019
A0A026WY67	ko03021
A0A026WUC2	ko00000
A0A026WUC2	ko01000
A0A026WUC2	ko03009
A0A026W729	ko00000
A0A026W729	ko00001
A0A026W729	ko00002
A0A026W729	ko01000
A0A026W729	ko03041
A0A026W992	ko00000
A0A026W992	ko01000
A0A026WBY0	ko00000
A0A026WBY0	ko00001
A0A026W2F0	ko00000
A0A026W2F0	ko02000
A0A026W2F0	ko03029
A0A026WNW5	ko00000
A0A026WNW5	ko01000
A0A026WNW5	ko03016
A0A026WVT3	ko00000
A0A026WVT3	ko00001
A0A026WVT3	ko04031
A0A026W3N7	ko00000
A0A026W3N7	ko00001
A0A026W3N7	ko03021
A0A026VTN7	br01611
A0A026VTN7	ko00000
A0A026VTN7	ko00001
A0A026VTN7	ko00002
A0A026VTN7	ko03021
A0A026W4M4	ko00000
A0A026W4M4	ko01000
A0A026W4M4	ko01002
A0A026WIT3	ko00000
A0A026WIT3	ko00001
A0A026WIT3	ko03012
A0A026WIT3	ko03019
A0A026W843	ko00000
A0A026W843	ko00001
A0A026W843	ko01000
A0A026X1N7	ko00000
A0A026X1N7	ko00001
A0A026X1N7	ko00002
A0A026X1N7	ko01000
A0A026X1N7	ko01007
A0A026X1N7	ko03016
A0A026X1N7	ko03029
A0A026WVW2	ko00000
A0A026WVW2	ko00001
A0A026WVW2	ko00002
A0A026WVW2	ko01000
A0A026VV67	ko00000
A0A026VV67	ko00001
A0A026VV67	ko01000
A0A026VV67	ko01001
A0A026WK55	br01610
A0A026WK55	ko00000
A0A026WK55	ko00001
A0A026WK55	ko00002
A0A026WK55	ko03011
A0A026W569	ko00000
A0A026W569	ko03036
K4PJP1	ko00000
K4PJP1	ko04030
A0A026WN02	ko00000
A0A026WN02	ko00001
A0A026WN02	ko04147
A0A026WN02	ko04812
A0A026WU54	ko00000
A0A026WU54	ko04030
A0A026WSF9	ko00000
A0A026WSF9	ko04131
A0A026W780	ko00000
A0A026W780	ko02000
A0A026W9A8	ko00000
A0A026W9A8	ko00001
A0A026W9A8	ko01009
A0A026W7Q0	ko00000
A0A026W7Q0	ko03036
A0A026W0T7	ko00000
A0A026W0T7	ko00001
A0A026W0T7	ko01000
A0A026W0T7	ko03012
A0A026W0T7	ko03029
A0A026VY52	ko00000
A0A026VY52	ko00001
A0A026VY52	ko03036
A0A026VY52	ko04147
A0A026WQB5	ko00000
A0A026WQB5	ko00001
A0A026WQB5	ko04131
A0A026VZ64	ko00000
A0A026VZ64	ko00001
A0A026VZ64	ko00002
A0A026VZ64	ko04121
A0A026VWC7	ko00000
A0A026VWC7	ko00001
A0A026VWC7	ko03051
A0A026VWC7	ko04147
A0A026W0M5	ko00000
A0A026W0M5	ko00001
A0A026W0M5	ko01000
A0A026W0M5	ko04147
A0A026VVD8	ko00000
A0A026VVD8	ko00001
A0A026VVD8	ko00002
A0A026VVD8	ko01000
A0A026VVD8	ko01007
A0A026VVD8	ko03016
A0A026VVD8	ko03029
A0A026WLM8	ko00000
A0A026WLM8	ko03021
A0A026WYI9	ko00000
A0A026WYI9	ko00001
A0A026WYI9	ko03110
A0A026X185	ko00000
A0A026X185	ko00001
A0A026X185	ko01000
A0A026WAX2	ko00000
A0A026WAX2	ko00001
A0A026WAX2	ko01009
A0A026WJA5	br01610
A0A026WJA5	ko00000
A0A026WJA5	ko00001
A0A026WJA5	ko00002
A0A026WJA5	ko03011
A0A026WGX8	ko00000
A0A026WGX8	ko03041
A0A026WYK3	ko00000
A0A026WYK3	ko00001
A0A026WYK3	ko00002
A0A026WYK3	ko03032
A0A026WYK3	ko03036
A0A026VY59	ko00000
A0A026VY59	ko04131
A0A026VT29	ko00000
A0A026VT29	ko04131
A0A026WFX3	ko00000
A0A026WFX3	ko00001
A0A026WFX3	ko00002
A0A026WKZ9	ko00000
A0A026WKZ9	ko03000
A0A026WZA9	ko00000
A0A026WZA9	ko00001
A0A026WZA9	ko03012
A0A026WZA9	ko03016
A0A026WZA9	ko03019
A0A026WZA9	ko04131
A0A026WZA9	ko04147
A0A026WG02	ko00000
A0A026WG02	ko03009
A0A026WF95	ko00000
A0A026WF95	ko02000
A0A026WPZ7	ko00000
A0A026WPZ7	ko00001
A0A026WPZ7	ko00002
A0A026WPZ7	ko01000
A0A026WPZ7	ko01003
A0A026W9R4	ko00000
A0A026W9R4	ko00001
A0A026W9R4	ko01000
A0A026W9R4	ko04121
A0A026VX31	br01610
A0A026VX31	ko00000
A0A026VX31	ko03011
A0A026WK03	ko00000
A0A026WK03	ko01000
A0A026WK03	ko01009
A0A026W1I0	ko00000
A0A026W1I0	ko04121
A0A026WWQ3	ko00000
A0A026WWQ3	ko00001
A0A026WDK4	ko00000
A0A026WDK4	ko00001
A0A026WD89	ko00000
A0A026WD89	ko00001
A0A026WD89	ko03036
A0A026VYM3	ko00000
A0A026VYM3	ko03012
A0A026WE82	br01610
A0A026WE82	ko00000
A0A026WE82	ko00001
A0A026WE82	ko00002
A0A026WE82	ko03011
A0A026WML9	ko00000
A0A026WML9	ko03036
A0A026WQ89	ko00000
A0A026WQ89	ko02000
A0A026VWJ3	ko00000
A0A026VWJ3	ko00001
A0A026VWJ3	ko00002
A0A026VWJ3	ko01000
A0A026VWJ3	ko01004
A0A026WF33	ko00000
A0A026WF33	ko00001
A0A026WF33	ko03029
A0A026WVE5	ko00000
A0A026WVE5	ko03000
A0A026VXA3	ko00000
A0A026VXA3	ko01000
A0A026VXA3	ko03019
A0A026VXA3	ko03036
A0A026WSU2	ko00000
A0A026WSU2	ko03036
A0A026VU23	ko00000
A0A026VU23	ko01000
A0A026VU23	ko03110
A0A026WUM4	ko00000
A0A026WUM4	ko00001
A0A026WUM4	ko03019
A0A026WUM4	ko03021
A0A026WUM4	ko03029
A0A026WUM4	ko03036
A0A026WUM4	ko04147
A0A026WUM4	ko04812
A0A026WKI4	ko00000
A0A026WKI4	ko00001
A0A026WKI4	ko01000
A0A026WVA2	ko00000
A0A026WVA2	ko00001
A0A026WVA2	ko04131
A0A026W4S4	ko00000
A0A026W4S4	ko01000
A0A026WBK2	ko00000
A0A026WBK2	ko04121
A0A026W5W3	ko00000
A0A026W5W3	ko04030
A0A026WU70	ko00000
A0A026WU70	ko02000
A0A026WLN2	ko00000
A0A026WLN2	ko00001
A0A026WLN2	ko01000
A0A026WWS9	br01611
A0A026WWS9	ko00000
A0A026WWS9	ko00001
A0A026WWS9	ko00002
A0A026WWS9	ko03021
A0A026WWS9	ko03036
A0A026WWS9	ko03400
A0A026WLG9	br01610
A0A026WLG9	ko00000
A0A026WLG9	ko00001
A0A026WLG9	ko00002
A0A026WLG9	ko03011
A0A026W1H0	ko00000
A0A026W1H0	ko00001
A0A026W1H0	ko00002
A0A026W1H0	ko03019
A0A026W1H0	ko03036
A0A026WE51	ko00000
A0A026WE51	ko03036
A0A026VUN5	ko00000
A0A026VUN5	ko01000
A0A026VUN5	ko01001
A0A026VVC8	ko00000
A0A026VVC8	ko00001
A0A026VVC8	ko02044
A0A026VXQ4	ko00000
A0A026VXQ4	ko00001
A0A026VXQ4	ko00002
A0A026VXQ4	ko01000
A0A026X2R0	ko00000
A0A026X2R0	ko00001
A0A026X2R0	ko00002
A0A026X2R0	ko03021
A0A026X2R0	ko03400
A0A026X0D1	ko00000
A0A026X0D1	ko00001
A0A026X0D1	ko03041
A0A026WWU3	ko00000
A0A026WWU3	ko04030
A0A026WB54	ko00000
A0A026WB54	ko00001
A0A026WB54	ko01000
A0A026W9V6	br01610
A0A026W9V6	ko00000
A0A026W9V6	ko00001
A0A026W9V6	ko00002
A0A026W9V6	ko03011
A0A026WRS7	ko00000
A0A026WRS7	ko00001
A0A026WRS7	ko04090
A0A026W953	ko00000
A0A026W953	ko00001
A0A026W953	ko01000
A0A026W953	ko01004
A0A026WSW5	ko00000
A0A026WSW5	ko00001
A0A026WSW5	ko01000
A0A026WSW5	ko03400
A0A026WR44	ko00000
A0A026WR44	ko00001
A0A026WR44	ko00002
A0A026WR44	ko01000
A0A026WR44	ko01003
A0A026WR44	ko03041
A0A026WWD3	ko00000
A0A026WWD3	ko03036
A0A026WFZ8	ko00000
A0A026WFZ8	ko00001
A0A026WFZ8	ko03000
A0A026WQQ6	ko00000
A0A026WQQ6	ko00001
A0A026WQQ6	ko03000
A0A026WLW2	ko00000
A0A026WLW2	ko00001
A0A026WLW2	ko01000
A0A026X4D1	ko00000
A0A026X4D1	ko00001
A0A026X4D1	ko01000
A0A026WK35	ko00000
A0A026WK35	ko00001
A0A026WK35	ko03051
A0A026WK35	ko03400
A0A026WUC9	ko00000
A0A026WUC9	ko04131
A0A026WCB9	ko00000
A0A026WCB9	ko03036
A0A026W311	ko00000
A0A026W311	ko03000
A0A026WE77	ko00000
A0A026WE77	ko03036
A0A026WC72	ko00000
A0A026WC72	ko01009
A0A026WC72	ko04131
A0A026WT22	ko00000
A0A026WT22	ko00001
A0A026WT22	ko00002
A0A026WQF6	ko00000
A0A026WQF6	ko00001
A0A026WQF6	ko00002
A0A026WQF6	ko03019
A0A026WQF6	ko03036
A0A026VZX8	ko00000
A0A026VZX8	ko00001
A0A026VZX8	ko04131
A0A026VZX8	ko04812
A0A026VZV7	br01601
A0A026VZV7	ko00000
A0A026VZV7	ko00001
A0A026VZV7	ko00002
A0A026VZV7	ko01000
A0A026WKN7	ko00000
A0A026WKN7	ko03041
A0A026W737	ko00000
A0A026W737	ko00001
A0A026W737	ko04052
A0A026W737	ko04147
A0A026W737	ko04516
A0A026W8Y6	ko00000
A0A026W8Y6	ko04030
A0A026W4J9	ko00000
A0A026W4J9	ko00199
A0A026W4J9	ko01000
A0A026W6N2	ko00000
A0A026W6N2	ko02000
A0A026W6N2	ko04131
A0A026W4T2	ko00000
A0A026W4T2	ko00001
A0A026W4T2	ko04131
A0A026WBU0	ko00000
A0A026WBU0	ko00001
A0A026WBU0	ko00002
A0A026WBU0	ko01000
A0A026WBU0	ko01003
A0A026X2L9	ko00000
A0A026X2L9	ko00001
A0A026X2L9	ko01000
A0A026WHQ8	ko00000
A0A026WHQ8	ko00001
A0A026WHQ8	ko04147
A0A026WW87	ko00000
A0A026WW87	ko00001
A0A026WW87	ko00002
A0A026WZX9	ko00000
A0A026WZX9	ko00001
A0A026WZX9	ko03009
A0A026WZX9	ko03012
A0A026WIJ7	ko00000
A0A026WIJ7	ko01000
A0A026WIJ7	ko03036
A0A026W605	ko00000
A0A026W605	ko02000
A0A026W605	ko03029
A0A026VU07	ko00000
A0A026VU07	ko00001
A0A026VU07	ko01000
A0A026WS16	br01610
A0A026WS16	ko00000
A0A026WS16	ko00001
A0A026WS16	ko00002
A0A026WS16	ko03011
A0A026W5Y8	ko00000
A0A026W5Y8	ko00001
A0A026W5Y8	ko01000
A0A026X0G7	ko00000
A0A026X0G7	ko01000
A0A026X0G7	ko03009
A0A026X0G7	ko03016
A0A026WFT3	ko00000
A0A026WFT3	ko00001
A0A026WFT3	ko03036
A0A026WUB7	ko00000
A0A026WUB7	ko03051
A0A026W204	br01610
A0A026W204	ko00000
A0A026W204	ko00001
A0A026W204	ko00002
A0A026W204	ko03011
A0A026WFU1	ko00000
A0A026WFU1	ko02000
A0A026WN93	ko00000
A0A026WN93	ko04030
A0A026WAV5	ko00000
A0A026WAV5	ko00001
A0A026WAV5	ko00002
A0A026WAV5	ko04131
A0A026WU94	ko00000
A0A026WU94	ko00001
A0A026WU94	ko04131
A0A026W303	ko00000
A0A026W303	ko02000
A0A026X2N7	ko00000
A0A026X2N7	ko03036
A0A026WYK0	ko00000
A0A026WYK0	ko00001
A0A026WUG6	ko00000
A0A026WUG6	ko03041
A0A026WZX4	ko00000
A0A026WZX4	ko00001
A0A026WZX4	ko00002
A0A026WZX4	ko01000
A0A026WZX4	ko01003
A0A026WVT8	ko00000
A0A026WVT8	ko00002
A0A026WVT8	ko03032
A0A026VV77	ko00000
A0A026VV77	ko00001
A0A026VV77	ko03041
A0A026WGH0	ko00000
A0A026WGH0	ko00001
A0A026WGH0	ko00002
A0A026WGH0	ko01000
A0A026W2T4	ko00000
A0A026W2T4	ko03036
A0A026W2T4	ko04131
A0A026W444	ko00000
A0A026W444	ko00199
A0A026W444	ko01000
A0A026WE91	ko00000
A0A026WE91	ko00001
K4PLZ8	ko00000
K4PLZ8	ko04030
A0A026WSF1	ko00000
A0A026WSF1	ko03019
A0A026WSF1	ko03041
A0A026W1R9	ko00000
A0A026W1R9	ko01000
A0A026W1R9	ko03009
A0A026W1R9	ko03016
A0A026WSS7	ko00000
A0A026WSS7	ko00001
A0A026WSS7	ko00002
A0A026WSS7	ko01000
A0A026WSS7	ko01002
A0A026WSS7	ko04147
A0A026WT26	ko00000
A0A026WT26	ko00001
A0A026WT26	ko00002
A0A026WT26	ko04131
A0A026WT26	ko04147
A0A026WYJ3	ko00000
A0A026WYJ3	ko00001
A0A026WYJ3	ko04121
A0A026WYJ3	ko04812
A0A026W9X8	ko00000
A0A026W9X8	ko04131
A0A026WCS4	ko00000
A0A026WCS4	ko00001
A0A026WCS4	ko01000
A0A026WTN4	br01611
A0A026WTN4	ko00000
A0A026WTN4	ko00001
A0A026WTN4	ko00002
A0A026WTN4	ko03021
A0A026WTN4	ko03400
A0A026WJQ4	ko00000
A0A026WJQ4	ko00001
A0A026WJQ4	ko00002
A0A026WJQ4	ko03012
A0A026WJQ4	ko03019
A0A026WJQ4	ko04147
A0A026W4F5	ko00000
A0A026W4F5	ko01000
A0A026W4F5	ko03016
A0A026X366	ko00000
A0A026X366	ko04131
A0A026VZU8	ko00000
A0A026VZU8	ko04091
A0A026VZU8	ko04131
A0A026VZU8	ko04516
A0A026WJB0	ko00000
A0A026WJB0	ko00001
A0A026WJB0	ko00002
A0A026WJB0	ko01000
A0A026WJB0	ko04121
A0A026X392	br01610
A0A026X392	ko00000
A0A026X392	ko00001
A0A026X392	ko00002
A0A026X392	ko03011
A0A026WU19	ko00000
A0A026WU19	ko03036
A0A026X086	ko00000
A0A026X086	ko01000
A0A026WTS2	ko00000
A0A026WTS2	ko04030
A0A026WQM9	ko00000
A0A026WQM9	ko04030
A0A026WNU6	ko00000
A0A026WNU6	ko04131
A0A026WR51	ko00000
A0A026WR51	ko00001
A0A026WR51	ko03029
A0A3L8DBW7	ko00000
A0A3L8DBW7	ko00001
A0A3L8DBW7	ko03029
A0A3L8DBW7	ko04131
A0A026WY94	br01611
A0A026WY94	ko00000
A0A026WY94	ko00001
A0A026WY94	ko00002
A0A026WY94	ko03021
A0A026WY94	ko03400
A0A026WXJ7	ko00000
A0A026WXJ7	ko01009
A0A026X0E4	ko00000
A0A026X0E4	ko03041
A0A026WTC0	ko00000
A0A026WTC0	ko00001
A0A026WTC0	ko00002
A0A026WTC0	ko03051
A0A026WG00	br01610
A0A026WG00	ko00000
A0A026WG00	ko00001
A0A026WG00	ko00002
A0A026WG00	ko03011
A0A026WIJ9	ko00000
A0A026WIJ9	ko00001
A0A026WIJ9	ko00002
A0A026WIJ9	ko01000
A0A026WIJ9	ko01003
A0A026WIJ9	ko02000
A0A026WLD3	ko00000
A0A026WLD3	ko00001
A0A026WLD3	ko01000
A0A026WLD3	ko03036
A0A026W1K4	ko00000
A0A026W1K4	ko00001
A0A026W1K4	ko00002
A0A026VZ16	ko00000
A0A026VZ16	ko00001
A0A026VZ16	ko01000
A0A026W0T2	ko00000
A0A026W0T2	ko00001
A0A026W0T2	ko03036
A0A026WI95	ko00000
A0A026WI95	ko00001
A0A026WI95	ko00002
A0A026WI95	ko03009
A0A026WI95	ko03032
A0A026WB20	ko00000
A0A026WB20	ko04031
A0A026WI31	ko00000
A0A026WI31	ko03000
A0A026WUS5	br01611
A0A026WUS5	ko00000
A0A026WUS5	ko00001
A0A026WUS5	ko00002
A0A026WUS5	ko01000
A0A026WUS5	ko03021
A0A026WYD8	ko00000
A0A026WYD8	ko01000
A0A026WYD8	ko01006
A0A026WFK3	br01611
A0A026WFK3	ko00000
A0A026WFK3	ko00001
A0A026WFK3	ko00002
A0A026WFK3	ko03021
A0A026WDQ3	ko00000
A0A026WDQ3	ko00001
A0A026WDQ3	ko01000
A0A026VU68	ko00000
A0A026VU68	ko00001
A0A026VU68	ko03036
A0A026WKA9	ko00000
A0A026WKA9	ko00001
A0A026WKA9	ko03019
A0A026WKK8	ko00000
A0A026WKK8	ko01000
A0A026WKK8	ko01003
A0A026VYK1	ko00000
A0A026VYK1	ko00001
A0A026VYK1	ko00002
A0A026VYK1	ko01000
A0A026W8U0	ko00000
A0A026W8U0	ko00001
A0A026W8U0	ko02044
A0A026W8U0	ko04031
A0A026VT89	ko00000
A0A026VT89	ko01000
A0A026VT89	ko04121
A0A026WGZ6	ko00000
A0A026WGZ6	ko00001
A0A026WGZ6	ko00002
A0A026W3F0	ko00000
A0A026W3F0	ko00001
A0A026W3F0	ko01000
A0A026W3F0	ko03036
A0A026WCA1	ko00000
A0A026WCA1	ko03000
A0A026VXI5	ko00000
A0A026VXI5	ko00001
A0A026VXI5	ko00002
A0A026VXI5	ko03019
A0A026VXI5	ko03036
A0A026WT31	ko00000
A0A026WT31	ko00001
A0A026WT31	ko00002
A0A026WT31	ko01000
A0A026WT31	ko03110
A0A026W7Z0	ko00000
A0A026W7Z0	ko04131
A0A026W0P0	ko00000
A0A026W0P0	ko01000
A0A026WB42	ko00000
A0A026WB42	ko00001
A0A026WB42	ko00002
A0A026WB42	ko01000
A0A026WB42	ko04147
A0A026X255	ko00000
A0A026X255	ko04030
A0A026WJ10	ko00000
A0A026WJ10	ko00001
A0A026WJ10	ko00002
A0A026WJ10	ko01000
A0A026WJ10	ko01007
A0A026WJ10	ko03016
A0A026WJ10	ko03029
A0A026WCW7	ko00000
A0A026WCW7	ko00001
A0A026WCW7	ko01000
A0A026WCW7	ko04147
A0A026W052	ko00000
A0A026W052	ko01009
A0A026W052	ko03036
A0A026WC97	ko00000
A0A026WC97	ko00001
A0A026WC97	ko03036
A0A026WC97	ko03400
A0A026WC97	ko04121
A0A026W0J2	ko00000
A0A026W0J2	ko00001
A0A026W0J2	ko01000
A0A026W0J2	ko03400
A0A026WYL9	ko00000
A0A026WYL9	ko03021
A0A026WTN9	br01610
A0A026WTN9	ko00000
A0A026WTN9	ko00001
A0A026WTN9	ko00002
A0A026WTN9	ko03011
A0A026W4P7	ko00000
A0A026W4P7	ko04030
A0A026WFT1	br01610
A0A026WFT1	ko00000
A0A026WFT1	ko00001
A0A026WFT1	ko00002
A0A026WFT1	ko03011
A0A026W716	ko00000
A0A026W716	ko00001
A0A026W716	ko03000
A0A026WSF8	ko00000
A0A026WSF8	ko01000
A0A026WKJ2	ko00000
A0A026WKJ2	ko04030
A0A026W1Q1	ko00000
A0A026W1Q1	ko00001
A0A026W1Q1	ko03029
A0A026W1Q1	ko04131
A0A026W1Q1	ko04147
A0A026X1P1	ko00000
A0A026X1P1	ko00001
A0A026X1P1	ko00002
A0A026X1P1	ko03019
A0A026X1P1	ko03041
C0IVJ2	ko00000
C0IVJ2	ko00001
C0IVJ2	ko00002
C0IVJ2	ko01000
C0IVJ2	ko03029
A0A026WQE7	ko00000
A0A026WQE7	ko02000
A0A026WBB5	ko00000
A0A026WBB5	ko03019
A0A026WH74	ko00000
A0A026WH74	ko03019
A0A026WF76	ko00000
A0A026WF76	ko01000
A0A026WF76	ko03019
A0A026WF76	ko03029
A0A026WTE7	ko00000
A0A026WTE7	ko00001
A0A026WTE7	ko04147
A0A026WTE7	ko04812
A0A026WHZ1	ko00000
A0A026WHZ1	ko01000
A0A026WHZ1	ko01002
A0A026WHZ1	ko04121
A0A026WDL4	ko00000
A0A026WDL4	ko04147
A0A026W1S5	ko00000
A0A026W1S5	ko04030
A0A026X4T3	ko00000
A0A026X4T3	ko03029
A0A026WX82	ko00000
A0A026WX82	ko00001
A0A026WX82	ko04131
A0A026WVY7	ko00000
A0A026WVY7	ko00001
A0A026WVY7	ko01000
A0A026WVY7	ko03041
A0A026X3B5	ko00000
A0A026X3B5	ko01000
A0A026X0P9	ko00000
A0A026X0P9	ko00001
A0A026X0P9	ko00002
A0A026X0P9	ko03041
A0A026WC73	ko00000
A0A026WC73	ko00001
A0A026WC73	ko00002
A0A026W386	ko00000
A0A026W386	ko00001
A0A026W386	ko00002
A0A026W386	ko03019
A0A026W386	ko03041
A0A026WCF4	ko00000
A0A026WCF4	ko00001
A0A026WCF4	ko03012
A0A026WCF4	ko04147
A0A026X030	ko00000
A0A026X030	ko00001
A0A026X030	ko01000
A0A026X030	ko04147
A0A026X3A6	ko00000
A0A026X3A6	ko01000
A0A026X3A6	ko03041
A0A026X3A6	ko03110
A0A026WLB5	ko00000
A0A026WLB5	ko00001
A0A026WLB5	ko00002
A0A026WLB5	ko01000
A0A026WLB5	ko01007
A0A026X3D9	ko00000
A0A026X3D9	ko03019
A0A026WKB5	ko00000
A0A026WKB5	ko00001
A0A026WKB5	ko01000
A0A026WKB5	ko04121
A0A026X2B0	ko00000
A0A026X2B0	ko01000
A0A026X2B0	ko01002
A0A3L8D2S2	ko00000
A0A3L8D2S2	ko03000
A0A026WML7	ko00000
A0A026WML7	ko04030
A0A026WHX1	ko00000
A0A026WHX1	ko03110
A0A026W5Y5	ko00000
A0A026W5Y5	ko00001
A0A026W5Y5	ko00002
A0A026W5Y5	ko00536
A0A026W5Y5	ko04052
A0A026W4P8	ko00000
A0A026W4P8	ko04131
A0A3L8E1Y3	ko00000
A0A3L8E1Y3	ko00199
A0A3L8E1Y3	ko01000
A0A026WZM4	ko00000
A0A026WZM4	ko00001
A0A026WZM4	ko03021
A0A026VUI4	ko00000
A0A026VUI4	ko01000
A0A026WTN5	ko00000
A0A026WTN5	ko01000
A0A026WTN5	ko02000
A0A026WL78	ko00000
A0A026WL78	ko00001
A0A026WL78	ko00002
A0A026WL78	ko01000
A0A026WL78	ko01002
A0A026WK26	ko00000
A0A026WK26	ko00001
A0A026WTD5	ko00000
A0A026WTD5	ko01000
A0A026WTD5	ko04121
A0A026W8M3	ko00000
A0A026W8M3	ko01000
A0A026W8M3	ko03021
A0A026W8M3	ko03036
A0A026WSJ4	ko00000
A0A026WSJ4	ko01000
A0A026WSJ4	ko03400
A0A026X2T9	ko00000
A0A026X2T9	ko00001
A0A026X2T9	ko03041
A0A026W7C4	ko00000
A0A026W7C4	ko01000
A0A026W7C4	ko04121
A0A026W9Q3	ko00000
A0A026W9Q3	ko03021
A0A026WWU0	ko00000
A0A026WWU0	ko02000
A0A026W3X7	ko00000
A0A026W3X7	ko00001
A0A026W3X7	ko00002
A0A026W3X7	ko01000
A0A026W3X7	ko01001
A0A026VT51	ko00000
A0A026VT51	ko03029
A0A026X2W8	ko00000
A0A026X2W8	ko04030
A0A026WN10	ko00000
A0A026WN10	ko01000
A0A026WN10	ko01001
A0A026WVS2	ko00000
A0A026W583	ko00000
A0A026W583	ko04131
A0A026WFT6	ko00000
A0A026WFT6	ko00001
A0A026WFT6	ko01000
A0A026WEF2	ko00000
A0A026WEF2	ko00001
A0A026WEF2	ko01000
A0A026WEF2	ko03029
A0A026WN30	ko00000
A0A026WN30	ko03000
A0A026WN30	ko03019
A0A026WGJ1	ko00000
A0A026WGJ1	ko00001
A0A026WGJ1	ko03021
A0A026WGJ1	ko03036
A0A026VU46	ko00000
A0A026VU46	ko00001
A0A026VU46	ko00002
A0A026VU46	ko01000
A0A026VU46	ko04147
A0A026WXG7	ko00000
A0A026WXG7	ko00001
A0A026WXG7	ko00002
A0A026WXG7	ko04131
A0A026WXG7	ko04147
A0A026WH36	ko00000
A0A026WH36	ko00001
A0A026WH36	ko01000
A0A026WM06	ko00000
A0A026WM06	ko00001
A0A026WM06	ko01000
A0A026WM06	ko01001
A0A026WGV3	br01610
A0A026WGV3	ko00000
A0A026WGV3	ko03011
A0A026WEK7	ko00000
A0A026WEK7	ko00001
A0A026WEK7	ko00002
A0A026WEK7	ko01000
A0A026WEK7	ko01002
A0A026WEK7	ko03051
